-0.090209, -0.018580, -0.276202, 0.042532, -0.100902, 0.037650, -0.021671, -0.280056, -0.077235, 0.077592, 
-0.137733, -0.021941, -0.079226, 0.046114, -0.115324, -0.233700, -0.133496, -0.035159, -0.028903, 
0.246280, 0.015759, -0.131658, 0.067531, -0.292903, -0.171200, -0.021462, -0.189633, -0.245703, 
0.017823, 0.084838, -0.152680, -0.180124, -0.044260, 0.034513, -0.138845, 0.148994, -0.049826, 
-0.116004, -0.123502, 0.034367, -0.029279, -0.007364, -0.000342, 0.235871, -0.083755, 0.149119, 
-0.152254, -0.227833, -0.118469, 0.051260, 0.113952, -0.263203, -0.044761, -0.041367, -0.048258, 
-0.180894, -0.079064, 0.182433, -0.009438, -0.229758, -0.028417, -0.007845, 0.125951, 0.129068, 
-0.092960, 0.062181, -0.006025, 0.161468, -0.037826, -0.050700, 0.107719, -0.018362, -0.038180, 
-0.026679, 0.232725, 0.154536, -0.142956, 0.097505, -0.127504, -0.169853, -0.054287, -0.154595, 
0.035566, -0.169523, -0.089284, -0.116700, 0.090632, -0.060119, -0.109600, -0.182693, -0.016612, 
0.153278, 0.084137, -0.017104, 0.046553, 0.198744, -0.046499, -0.065491, 0.103662, 0.056615, 
-0.035883, 0.052302, -0.055589, -0.046624, 0.005595, 0.139777, -0.003569, 0.095633, -0.037117, 
0.089843, 0.055216, -0.043732, 0.007053, -0.011199, 0.038332, 0.060211, -0.106881, -0.090768, 
-0.105442, 0.107241, -0.056734, 0.027770, -0.039680, 0.037167, -0.038935, -0.017920, -0.162904, 
0.150393, -0.166104, 0.031617, -0.016037, 0.201898, 0.092516, 0.136427, -0.022809, 0.190245, 
-0.125656, 0.070160, 0.006834, 0.131112, -0.056736, -0.065410, 0.013245, 0.159846, 0.020801, 
-0.020777, 0.071010, -0.370788, 0.038207, 0.185449, -0.021424, 0.230096, -0.144686, 0.020832, 
0.002892, 0.090685, 0.039400, -0.027180, 0.047696, 0.182378, -0.059339, -0.113079, -0.181924, 
-0.133791, -0.006423, 0.013964, -0.032100, -0.300607, -0.045930, -0.027920, -0.181427, -0.237595, 
-0.184859, -0.095309, -0.014511, 0.184834, -0.116318, 0.146657, -0.023202, -0.214709, 0.006282, 
-0.011894, -0.057792, -0.237948, -0.027882, 0.223888, -0.070961, -0.126506, -0.126350, 0.024319, 
-0.128558, -0.222987, 0.001862, 0.060796, -0.070989, 0.059780, -0.081573, 0.170327, -0.081796, 
-0.108278, -0.097074, -0.176325, -0.162887, -0.348833, 0.024058, 0.008189, 0.052317, -0.102399, 
-0.015678, 0.060199, -0.010138, -0.194970, -0.027109, 0.005819, -0.353210, 0.197059, 0.058272, 
0.098768, -0.079118, -0.263926, -0.076399, -0.096411, -0.321626, -0.230348, 0.014950, 0.083295, 
-0.064135, 0.025707, -0.083124, -0.160701, -0.238230, 0.111602, -0.042116, -0.024790, -0.031657, 
-0.249833, -0.128376, 0.036366, -0.110414, 0.202524, -0.060071, -0.074205, 0.019880, -0.277073, 
0.054430, 0.055785, 0.052800, -0.228840, 0.057226, 0.049796, -0.139493, 0.045152, 0.097313, 
-0.087274, -0.031539, -0.286960, 0.101728, 0.087649, 0.151670, -0.104587, -0.012412, -0.078384, 
0.077342, 0.091870, 0.105207, -0.047433, 0.009677, 0.073948, 0.047548, 0.114259, 0.117880, 
0.112239, 0.083524, 0.010074, -0.005033, 0.271689, -0.070036, -0.157112, 0.063470, 0.048429, 
-0.033338, 0.104362, 0.069589, 0.086503, -0.045729, 0.101033, -0.173015, -0.070447, -0.061718, 
0.157871, 0.106870, 0.089265, -0.072653, 0.054822, 0.087907, -0.094606, -0.037496, 0.011475, 
-0.055341, -0.210977, 0.115207, 0.000923, -0.288997, -0.221570, 0.085779, -0.055038, 0.125374, 
0.093946, -0.079687, -0.172082, 0.133343, -0.047567, 0.003820, -0.209732, -0.004173, 0.024361, 
0.085121, 0.024000, 0.120083, 0.322655, -0.028766, 0.061067, 0.072297, 0.220718, 0.019658, 
-0.040679, 0.133808, 0.250939, -0.084857, 0.073704, -0.137357, 0.112158, -0.032174, -0.174373, 
-0.043838, 0.091189, 0.019462, 0.020281, 0.053547, -0.141941, -0.053179, 0.044860, -0.156039, 
0.103446, -0.072367, 0.029018, -0.082064, 0.196368, -0.017178, 0.088471, -0.042977, -0.192287, 
-0.062998, -0.078710, -0.147486, -0.009991, 0.126510, 0.018358, 0.033792, 0.028467, -0.023313, 
0.052376, -0.284316, -0.355856, 0.158130, 0.001255, -0.023175, -0.042375, -0.048825, 0.056064, 
0.013732, -0.033187, -0.055360, 0.050827, 0.064112, -0.331600, -0.053672, 0.004601, -0.089742, 
-0.069194, -0.012990, 0.114408, -0.078889, -0.128282, 0.135011, 0.106895, 0.260660, -0.246213, 
-0.101030, -0.098265, 0.008114, 0.043554, 0.102842, 0.052011, 0.064924, 0.103815, 0.041147, 
0.093083, 0.074571, 0.158568, 0.134741, 0.093114, -0.051771, -0.192089, 0.038168, -0.249080, 
-0.051915, -0.029706, 0.161361, 0.169198, 0.220546, -0.259597, -0.014669, 0.097633, 0.185659, 
0.105061, 0.085505, -0.008506, 0.027063, 0.134915, -0.061550, -0.023645, 0.077192, 0.032135, 
-0.093021, 0.118350, -0.098098, 0.212730, 0.177439, 0.086321, -0.038002, 0.119320, 0.180695, 
-0.088055, 0.090139, 0.176311, 0.093017, 0.022862, 0.169605, 0.205810, 0.108472, -0.082443, 
-0.072744, -0.072493, 0.043194, -0.040475, 0.056090, -0.204346, 0.007892, -0.013290, 0.121182, 
-0.043961, -0.054258, -0.152494, 0.095245, -0.004513, 0.111162, 0.120107, -0.194578, -0.248824, 
0.097457, -0.047945, -0.006576, 0.044622, -0.105812, -0.092385, 0.023186, -0.231245, 0.067252, 
