0.008585, 0.217192, -0.167815, 0.135623, -0.073896, -0.253856, 0.380939, -0.028748, -0.024546, 0.030684, 
0.008652, 0.077021, 0.120228, 0.130885, -0.048503, 0.152455, 0.012726, -0.103541, -0.192523, 
-0.095876, 0.035209, -0.040403, 0.168765, -0.027718, 0.261242, -0.156375, -0.250191, -0.098289, 
0.006136, -0.005605, 0.173676, 0.213217, -0.139624, 0.090634, -0.067451, -0.281123, -0.189682, 
0.058406, -0.248902, 0.001898, 0.139960, 0.056221, 0.105562, 0.206940, 0.050682, 0.005218, 
-0.012334, -0.048770, 0.098750, 0.120721, 0.245137, -0.125393, 0.028002, 0.039225, 0.127470, 
0.101347, -0.097998, 0.045099, 0.186940, 0.078738, -0.165599, -0.074908, 0.140153, -0.193005, 
0.012178, -0.027306, 0.096274, 0.184406, 0.190070, -0.034868, -0.053555, 0.052539, -0.061481, 
-0.144561, -0.145188, 0.240239, 0.192917, 0.128503, -0.115910, -0.271034, 0.055556, -0.313708, 
-0.065651, 0.102294, -0.025407, 0.003489, -0.077409, 0.139498, 0.037908, 0.149605, -0.122020, 
-0.132505, 0.089789, 0.204779, 0.021641, 0.144159, 0.207844, 0.127711, 0.144894, -0.160153, 
0.046378, 0.010292, 0.033793, 0.163066, 0.089002, 0.127891, 0.158144, 0.147913, -0.004192, 
0.206537, 0.065447, -0.096326, 0.120435, 0.222228, 0.063395, -0.104962, 0.251477, 0.072158, 
0.205381, 0.176337, 0.176928, 0.086899, -0.008057, -0.085324, -0.167680, 0.162712, 0.027466, 
0.263172, 0.252612, 0.184969, 0.043051, -0.093948, 0.009096, -0.159762, -0.184067, 0.295494, 
0.201997, 0.106776, 0.074956, -0.105766, 0.095606, -0.061181, -0.275889, 0.084414, -0.078217, 
-0.056507, -0.228493, 0.159972, 0.051772, 0.095101, 0.080857, -0.014039, 0.047832, 0.004597, 
-0.079059, -0.023629, 0.055980, 0.221833, -0.002733, 0.061335, 0.128982, -0.110384, 0.219529, 
-0.050574, -0.039944, 0.193064, 0.041292, 0.171050, 0.105898, 0.147895, -0.033632, 0.146555, 
0.062287, 0.043452, 0.135255, 0.319642, -0.055104, 0.134433, 0.168440, -0.012067, -0.046039, 
-0.153855, -0.125485, -0.010537, -0.165093, 0.100352, 0.116917, -0.088462, -0.006343, 0.188939, 
-0.128145, 0.056266, 0.176908, -0.220109, -0.018949, 0.079612, 0.038822, -0.000839, 0.267528, 
-0.050801, -0.141220, 0.285110, -0.073700, 0.079101, 0.226936, -0.077216, -0.110801, 0.143115, 
0.170095, -0.002162, 0.185458, -0.121148, -0.019279, 0.162253, -0.068338, -0.222617, 0.180025, 
0.063468, 0.217321, 0.045488, 0.140264, 0.285554, -0.293508, -0.043292, 0.038197, 0.201291, 
0.014343, 0.298738, 0.090869, -0.102991, 0.167121, -0.214181, -0.013077, 0.006017, -0.030719, 
0.213097, 0.060051, -0.219153, -0.157524, -0.055696, -0.292200, -0.206735, -0.063069, 0.059052, 
0.111279, 0.249179, -0.257025, 0.051046, -0.009666, -0.073412, -0.177705, 0.053411, -0.230015, 
-0.015614, -0.190018, 0.167635, 0.203115, -0.081978, 0.206981, -0.031799, 0.077038, 0.014837, 
0.060567, -0.138878, 0.250354, 0.165330, -0.142916, -0.055412, -0.039247, 0.005816, 0.043102, 
0.210474, -0.022277, 0.211092, 0.120345, 0.081251, -0.002045, 0.026111, -0.024428, 0.179358, 
-0.006553, 0.072798, 0.306299, 0.302536, -0.031183, 0.140384, -0.137252, -0.109021, 0.130633, 
0.195586, 0.239758, -0.107406, -0.048528, 0.051782, -0.156551, -0.259907, -0.079411, 0.086863, 
0.184099, 0.162465, -0.001143, 0.105934, 0.120084, 0.048879, -0.160078, 0.049457, 0.116279, 
0.141309, 0.128096, -0.105123, -0.123690, -0.109472, -0.175328, -0.270526, -0.278081, 0.279153, 
0.286826, 0.019751, 0.141106, 0.095668, 0.006267, -0.300542, -0.316869, -0.104971, 0.014500, 
-0.236441, -0.169708, 0.125931, 0.121775, -0.217374, 0.110278, 0.086163, 0.100892, 0.145848, 
-0.209698, -0.239615, -0.036398, 0.096290, -0.084576, -0.147558, 0.002847, 0.051346, 0.294668, 
-0.032753, -0.060939, -0.029881, 0.227125, 0.074516, -0.196599, 0.086431, 0.193181, 0.085415, 
0.121568, -0.122918, 0.066504, 0.080454, -0.016392, -0.092853, 0.115104, -0.072361, -0.202059, 
-0.434435, -0.149459, 0.074054, 0.029200, 0.247039, -0.106042, -0.132148, -0.098632, -0.160069, 
-0.225942, 0.093795, 0.149736, -0.031944, 0.235736, -0.103136, -0.017010, 0.267740, -0.209357, 
-0.057548, -0.069219, 0.085242, 0.029127, 0.066195, 0.115536, 0.281197, 0.264457, -0.253773, 
-0.104091, -0.217237, 0.015893, -0.023592, 0.121819, 0.139044, 0.047691, 0.063204, 0.041484, 
-0.030739, -0.021751, 0.000487, -0.059802, -0.150417, -0.098297, -0.038443, -0.038496, -0.104849, 
-0.219151, -0.189949, 0.224830, -0.114176, -0.188132, -0.071104, 0.097852, 0.081645, 0.107073, 
-0.084691, -0.022719, 0.130141, 0.054020, -0.117747, 0.204428, 0.042338, 0.000973, 0.272304, 
0.162628, -0.097885, 0.099717, 0.005550, 0.022988, 0.251813, 0.172816, 0.187642, 0.099680, 
0.032425, 0.177464, 0.124083, 0.194633, 0.357129, 0.121108, -0.101173, -0.007179, -0.158616, 
-0.062045, 0.068946, 0.092820, 0.140239, 0.193438, -0.028465, -0.000972, 0.166798, -0.229836, 
0.221033, 0.144910, -0.078472, 0.003552, 0.095711, -0.156140, 0.188880, -0.139974, -0.130420, 
0.046476, 0.198341, -0.237536, 0.034768, 0.215813, 0.017875, 0.081718, -0.075816, 0.152298, 
-0.212203, -0.086550, -0.076977, -0.188603, 0.006150, -0.044894, -0.072608, -0.152340, -0.212969, 
-0.010420, 0.159841, -0.033138, 0.128972, 0.053801, -0.060982, 0.205124, 0.207837, -0.372880, 
-0.044823, -0.144347, -0.128683, 0.071573, 0.026367, 0.077379, 0.243065, 0.161436, -0.328763, 
-0.278271, -0.121313, -0.069607, 0.108855, -0.026451, 0.132339, 0.064733, 0.022587, -0.055169, 
0.012573, 0.237878, -0.129266, 0.166463, 0.135875, 0.036280, 0.212831, 0.004111, -0.269170, 
0.061576, 0.263936, -0.139726, 0.063005, 0.214561, 0.040112, 0.294296, 0.223970, -0.001249, 
-0.155933, 0.047933, -0.298303, -0.123045, 0.189257, -0.335162, 0.037780, 0.083291, -0.352686, 
-0.066259, 0.156405, -0.161099, -0.015290, 0.155957, -0.269609, -0.000431, 0.057958, 0.374290, 
0.244045, 0.013723, 0.094661, -0.007721, -0.046831, -0.034445, 0.096903, 0.009787, -0.004459, 
0.115948, 0.212172, 0.092510, 0.151487, -0.044172, 0.032231, 0.140994, -0.005616, -0.140248, 
0.243989, 0.154538, -0.280260, 0.052648, -0.005381, -0.161268, 0.180438, -0.051254, 0.026869, 
0.061064, -0.092245, -0.191493, -0.134997, -0.167605, -0.063068, -0.023126, -0.173327, 
